	1
1	1.0000000000000018
2	0.1675917370330316
3	0.0491389624623994
4	0.0661580541407541
5	0.3776530333171685
6	0.4293619158413059
7	0.4400734002843362
8	0.3126987832602257
9	0.077908860549331
10	0.373659663882824
11	0.3068283589809547
12	0.3000161392792182
13	0.4371081721606936
14	0.3198910015771177
15	0.1712662937035003
16	0.391103305150841
17	0.1642825921414819
18	0.4613392296537872
19	0.0830036440807172
20	0.1923395210294988
21	0.1829200925143923
22	0.3440193868993448
23	0.4065077680527332
24	0.2467408935043316
25	0.2850683678816668
26	0.2049297656009264
27	0.0818080783997179
28	0.2441207173436788
29	0.090356828336134
30	0.1299779533709907
31	0.0830568595426608
32	0.1318605497284165
33	0.0298065435112929
34	0.0280477168304315
35	0.0293371197881245
36	0.0260277296907808
37	0.1828836697720407
38	0.1590319022166178
39	0.0386795878953427
40	0.0488041953481434
41	0.1885296021780864
42	0.3011474286702306
43	0.3297033780757755
44	0.363089774892698
45	0.1183339504633485
46	0.0672199369043721
47	0.0382254739145765
48	0.1300991194413639
49	0.2353711406430867
50	0.0526071968728623
51	0.0891094327023532
52	0.1192956680682579
53	0.108340323153153
54	0.10782699170767
55	0.0767651715572057
56	0.3040494395184767
57	0.161667427570662
58	0.2887707692767182
59	0.4060986580803563
60	0.2826045865707421
61	0.0252720610529605
62	0.3203292312538572
63	0.1291673605737223
64	0.3262249272638851
65	0.1703632013936629
66	0.068490390131415
67	0.0645213611527278
68	0.0653282118879475
69	0.1538972107393855
70	0.2045395994743879
71	0.0995395057490978
72	0.2318119122557092
73	0.1506017720188491
74	0.0646086441313208
75	0.0966565579828222
76	0.1379943540178105
77	0.1731650837969925
78	0.031614334859332
79	0.0948612871282321
80	0.0716949111317476
81	0.0792600458413288
82	0.1737368151292527
83	0.1506080078148642
84	0.0889093711529111
85	0.2512902018147478
86	0.0324960207943391
87	0.2415181130735979
88	0.0163825038804563
89	0.1383843006010629
90	0.2463057344343425
91	0.115712554539153
92	0.3301645634113785
93	0.0381412649832741
94	0.3142367640823702
95	0.2637187695124361
96	0.1314640108877309
97	0.1320904877349424
98	0.0424925680316759
99	0.1274819128598063
100	0.0292297311613536
101	0.0521394006986276
102	0.1596172502912206
103	0.0589121810327588
104	0.0804303259152742
105	0.0320423390265961
106	0.0953996156165702
107	0.0269892515714666
108	0.0534327230936946
109	0.2206596586397146
110	0.0842635143301131
111	0.0260841606205476
112	0.022746550963846
113	0.0516367554897298
114	0.0766393875914482
115	0.1274218333303604
116	0.0849770736858424
117	0.1115939536034649
118	0.1028633106034992
119	0.1460276690684767
120	0.0443703555496082
121	0.0872052332906704
122	0.0622152410964799
123	0.0638026460818209
124	0.0546675930838929
125	0.1504279245724016
126	0.0227092108245083
127	0.0379294272401896
128	0.1402724601785269
129	0.0262317146922305
130	0.2272779748128227
131	0.0477759616571696
132	0.0392703250144733
133	0.0251796382796905
134	0.0258881992556258
135	0.0595225107183004
136	0.0588463848789828
137	0.0719444514155413
138	0.0691679513044231
139	0.031834473543634
140	0.0203611349907253
141	0.0591580847175215
142	0.0484350317952983
143	0.0195786806303146
144	0.1650611606264856
145	0.1703795545447095
146	0.0246234391182062
147	0.0216022982586459
148	0.0868799843635192
149	0.0239670050727231
150	0.0524693433140927
151	0.1999626661323139
152	0.0798142083217834
153	0.0350423929529533
154	0.0559447515352473
155	0.0162056066024796
156	0.049052374739836
157	0.0494820053650994
158	0.1470375930254484
159	0.0521669957377441
160	0.1053254149222878
161	0.0501779425633723
162	0.0462807746607934
163	0.0317409478140834
164	0.0367421188105973
165	0.0457937981571761
166	0.0179550090015215
167	0.0423957082685422
168	0.0436601654539734
169	0.0390708160771187
170	0.0183593112338019
171	0.0261724399070238
172	0.0253131592300694
173	0.0257778851701938
174	0.1059692977399851
175	0.0556424884568274
176	0.0525418502940429
177	0.111709168443998
178	0.1712539626043533
179	0.0207419521412545
180	0.0546684415672171
181	0.0551636866419473
182	0.0434390072483424
183	0.0516104575593405
184	0.1348565869184929
185	0.0532751905001547
186	0.0468337641000092
187	0.057613610323506
188	0.088796592885682
189	0.1277291551876666
190	0.0335481019300694
191	0.0213057247876224
192	0.0364272419761508
193	0.0579278718692701
194	0.1454922870240197
195	0.0541515211741397
196	0.0341322265990016
197	0.070203195400483
198	0.1208092138179639
199	0.0361246563254203
200	0.124259716803054
201	0.1560066637706273
202	0.0285796128151073
203	0.0362293102665615
204	0.035965743080782
205	0.0205979516959035
206	0.0217439997052848
207	0.1188122783900921
208	0.0332647540175009
209	0.0329274091683801
210	0.1011601150437579
211	0.0289396294546808
212	0.0296224711624338
213	0.1036334894238022
214	0.1010485657773925
215	0.0902984600095688
216	0.0982932835130783
217	0.0459244113677902
218	0.0487171244796932
219	0.0286031306016949
220	0.020538863176452
221	0.0863866933868988
222	0.1552733295870048
223	0.0380973049761587
224	0.0463364326586657
225	0.0274653617647734
226	0.05382202429138
227	0.043609732841957
228	0.0199765534478804
229	0.0189858127482158
230	0.0858162728393624
231	0.0249793170727202
232	0.0740105978103641
233	0.0823481648849133
234	0.1405613449092428
235	0.0602109374426426
236	0.0675145339491721
237	0.046341499259305
238	0.0247730623273833
239	0.0918839448218155
240	0.0206075210915788
241	0.0181094368759106
242	0.0205638457723899
243	0.0522162304274803
244	0.1160425892802161
245	0.0236955753459641
246	0.0839396626576116
247	0.0373541754909365
248	0.0560210874324255
249	0.1130025519877389
250	0.0754717190291301
251	0.0583247346400401
252	0.0290307765553
253	0.0636747542228813
254	0.0679789393945536
255	0.0306760051499171
256	0.0861116896807086
257	0.044026133959205
258	0.0175256905831971
259	0.039635905159078
260	0.0187823532228395
261	0.0184610816384634
262	0.0645471329804974
263	0.0774742640452996
264	0.0737585238774249
265	0.0287037107226332
266	0.0239721143564693
267	0.1092237628008879
268	0.127997813850213
269	0.0994766939988485
270	0.0666400477108785
271	0.1152445774340272
272	0.0516419069364429
273	0.0179652783227216
274	0.0421797451710741
275	0.0519588823778034
276	0.1648737082775665
277	0.035607708590975
278	0.0218931052023697
279	0.1199983029510263
280	0.0906490765836655
281	0.0171178265539579
282	0.0204815884766898
283	0.0443305560403828
284	0.0218532686614808
285	0.032104529376404
286	0.1057561516299224
287	0.0480640888797527
288	0.0551858027047189
289	0.0229483619804813
290	0.0722054383721882
291	0.1031346331874478
292	0.0784879052972879
293	0.1230797562936918
294	0.047568080686534
295	0.0988201469076531
296	0.0835779497655433
297	0.0976484315184052
298	0.064235943818994
299	0.102465861471962
300	0.0179368289902027
301	0.1151862157727986
302	0.0178866815030196
303	0.1477009366106782
304	0.0177512598232767
305	0.0963617939013034
306	0.0291433612582248
307	0.0702575813406286
308	0.1323840135743744
309	0.0181365093787945
310	0.0241954387607986
311	0.1057081585840253
312	0.0827236934715307
313	0.0937444303174595
314	0.0604401358125547
315	0.0560020477755719
316	0.0394855911197988
317	0.0178774974763127
318	0.0643922336474136
319	0.0186093588315006
320	0.0677773008944789
321	0.0571335730589958
322	0.0400942236730559
323	0.0489853480554675
324	0.0298594766427156
325	0.0592922962397239
326	0.0629172704822481
327	0.0980035453911303
328	0.0831675613806764
329	0.0381196212901228
330	0.0761403587176084
331	0.0412872726705058
332	0.0709034126133369
333	0.0253278607833748
334	0.1056798710848931
335	0.0179106889626911
336	0.0463386920497551
337	0.0305945165214346
338	0.0375957090786112
339	0.1087290693626428
340	0.0334061370227681
341	0.0159698822197585
342	0.0734601976858114
343	0.104429051695578
344	0.0794517702640481
345	0.0830455553648622
346	0.0728741777500613
347	0.0810419784072496
348	0.0279571225096189
349	0.0227140382164039
350	0.0410112705829092
351	0.0171975092120777
352	0.0413267007334536
353	0.0186579661352456
354	0.0800554418179839
355	0.0175195860599536
356	0.0176108316705055
357	0.0317152209981905
358	0.0247797000020595
359	0.0249521727214615
360	0.0557871089848643
361	0.0582603057842258
362	0.0175821163279043
363	0.0914101194937457
364	0.0178389041600963
365	0.0297124340036973
366	0.0241087500036831
367	0.0341240910720088
368	0.0289345097436936
369	0.0248410298574025
370	0.0427620501280831
371	0.0412711034931187
372	0.0322422107766019
373	0.083630058136598
374	0.0823624288902079
375	0.0224583656447987
376	0.0265218133231664
377	0.0271558347369605
378	0.0950557893451915
379	0.0794470483287445
380	0.0567201439049537
381	0.0469869364526284
382	0.0315893697178802
383	0.0378571643189929
384	0.017605420289157
385	0.0691147607758065
386	0.0214154621651233
387	0.0977530833609756
388	0.0266380908786905
389	0.0696682088297316
390	0.022320292217954
391	0.0537236784476828
392	0.046174451901922
393	0.0812743652515749
394	0.0681693438043819
395	0.0361335337335066
396	0.0236498042112722
397	0.0443028199330595
398	0.0682096955442677
399	0.069013032854867
400	0.0177389678732875
401	0.0458581965671605
402	0.0430357493309546
403	0.0306910399329051
404	0.0206077541671361
405	0.0725942145079785
406	0.0907981718427305
407	0.0803214079698509
408	0.0188606329322437
409	0.0621411088830444
410	0.0176552938690749
411	0.0386663581750629
412	0.0362361969665881
413	0.0287283593526333
414	0.02000319403516
415	0.0233485427866666
416	0.1085652964374138
417	0.0928330440181643
418	0.0177385978315287
419	0.0288574312007453
420	0.02569504836826
421	0.0406305147417121
422	0.0354516567060264
423	0.0227310423229641
424	0.0230324491559797
425	0.0585713618743979
426	0.0306823174828376
427	0.018048066661929
428	0.019583925722276
429	0.1020982679209203
430	0.0357132418288774
431	0.0166877737152573
432	0.0305297228977133
433	0.0259547822684758
434	0.022496414196973
435	0.0986282407696902
436	0.0412535172962752
437	0.0725746199106744
438	0.024972986748549
439	0.0237699684405659
440	0.022786447679981
441	0.0206564952507328
442	0.0508769556641307
443	0.0192010190551165
444	0.021509826011983
445	0.0304415736109853
446	0.0179011268058276
447	0.0560841113667061
448	0.0195443366975295
449	0.0316864048227045
450	0.1045109120270445
451	0.0192195609702378
452	0.0618800831592554
453	0.0538251216172491
454	0.0541720444612559
455	0.0613122355005091
456	0.0594056512222537
457	0.0958418248848359
458	0.0525509318813466
459	0.0365173040876457
460	0.0297513654702531
461	0.0196249351528204
462	0.019737866955107
463	0.0388463621898266
464	0.0258095875951636
465	0.0374156945597742
466	0.038934371915855
467	0.0297277079414341
468	0.0640453649566242
469	0.0244565092772885
470	0.0288228719873771
471	0.0211844436507059
472	0.0747491750639206
473	0.0262768837132603
474	0.086904943927086
475	0.0195782898209905
476	0.0335283625079281
477	0.0217352735799494
478	0.0419830131491903
479	0.0656163156861664
480	0.0348429744824808
481	0.03170816198158
482	0.0192604154932051
483	0.0295675043546226
484	0.0579795958806462
485	0.0175099962347119
486	0.0415644271503892
487	0.0668767799480881
488	0.0526164590026582
489	0.0198373988201917
490	0.0267267629471747
491	0.0242852939226831
492	0.0278934620368509
493	0.0560007672791519
494	0.0301509149268504
495	0.0646365266697749
496	0.0419429929451695
497	0.0695548695196595
498	0.0481864588267322
499	0.0382528946202543
500	0.0567288221565362
501	0.0288921882281279
502	0.0173550161604829
503	0.0576697843964195
504	0.0571110311732979
505	0.0401364223052604
506	0.0623549522442134
507	0.0229542929045155
508	0.0461584925261053
509	0.0186466180834883
510	0.0168702515555799
511	0.0162759850617593
512	0.0228638296828461
513	0.0230963179277331
514	0.0703833897945436
515	0.0171947263945516
516	0.0214299960507026
517	0.0216605827963421
518	0.0268789951102413
519	0.0170760285279693
520	0.018555769786334
521	0.0540040409054686
522	0.0260598781036241
523	0.0386613642218993
524	0.0643581186270892
525	0.0262408083551342
526	0.0244065009468154
527	0.0505239250469237
528	0.0306117425600563
529	0.0188898541629623
530	0.0281710477761004
531	0.0161105296286719
532	0.0575512490328781
533	0.0640265411023536
534	0.0254397037950366
535	0.0605212498686167
536	0.0502015413178474
537	0.0733535325418432
538	0.0411435367707702
539	0.0297759739189041
540	0.0286092091073204
541	0.0358674239120976
542	0.0451450759663089
543	0.058109523058825
544	0.0169234371029872
545	0.0498265823363101
546	0.0267558123428809
547	0.0168581272342216
548	0.0386162175860375
549	0.0218750231921937
550	0.0222875931960992
551	0.0738316632094471
552	0.0268447340798465
553	0.0346145237407837
554	0.0425033425274574
555	0.0302640112681582
556	0.0253419309201873
557	0.026719085676858
558	0.0222323562386816
559	0.0306330578725797
560	0.0355135747690297
561	0.0667865643488398
562	0.0305268419560276
563	0.02127219030091
564	0.020140645115017
565	0.0237661220974039
566	0.0482528808405585
567	0.0453369225243501
568	0.0256925267125693
569	0.0285734750964334
570	0.0169883199444269
571	0.0210645858240317
572	0.019199636204389
573	0.0265580529120482
574	0.020942352533949
575	0.021439762227125
576	0.0243126415441711
577	0.0522539331449948
578	0.0175209396067657
579	0.0321806279288662
580	0.0246302704712965
581	0.022194778710992
582	0.0269097251190428
583	0.0230948345033668
584	0.0238769348168284
585	0.0276204683894345
586	0.0456975517821292
587	0.0194715741822354
588	0.0499513101867087
589	0.0170225635470572
590	0.0251531871764421
591	0.0302872696905542
592	0.0771472014088623
593	0.0431728859948098
594	0.0221150828428592
595	0.0255919266525117
596	0.0183994749736864
597	0.0218360405230481
598	0.0176467672215736
599	0.0182155267743771
600	0.0327861521613641
601	0.0430026219444317
602	0.0213440830673757
603	0.0271831980455693
604	0.0209877929080097
605	0.0318288993755747
606	0.066513481240526
607	0.022130398101465
608	0.0411132764290802
609	0.0174612781458898
610	0.0292188519938063
611	0.0177053656583313
612	0.0200664937218359
613	0.0222247788368976
614	0.0208243669824335
615	0.0350576510170207
616	0.0174864929621657
617	0.02317309697705
618	0.0522596000699539
619	0.0299163701048633
620	0.0293391842754947
621	0.0441321631955935
622	0.0582993133534325
623	0.0264157324576266
624	0.0324933030901331
625	0.0368950220638819
626	0.0175948500175764
627	0.0443520619032123
628	0.0186659006978102
629	0.0446162069162327
630	0.0308498942966402
631	0.0161503238612571
632	0.0419763433874439
633	0.0252236621995614
634	0.0296946694224757
635	0.0200871972298471
636	0.0219737938444309
637	0.0237936777894204
638	0.0329117889119206
639	0.0328371765937113
640	0.0395599378507557
641	0.0234256187448811
642	0.0494568390557844
643	0.0565992168535146
644	0.0209559249117572
645	0.0431788169668314
646	0.0165823548562943
647	0.0265818787716354
648	0.0571226913755306
649	0.0207538243818429
650	0.0560968822353051
651	0.0179417082938373
652	0.0169181404132942
653	0.0509094115160578
654	0.0432075779171194
655	0.0664703931333799
656	0.0168402931433943
657	0.0192958385770779
658	0.0308019800797323
659	0.0460835267880972
660	0.0432470361236176
661	0.0430738929848145
662	0.0199636667482101
663	0.0366877355483122
664	0.0464500481336564
665	0.0383506209576279
666	0.0524735785405164
667	0.0256227838523864
668	0.0206563327051429
669	0.0335066485767441
670	0.022389059588559
671	0.0371151263312636
672	0.019455136226815
673	0.0184327637254351
674	0.0218837592503409
675	0.0183084831799978
676	0.0282466481512409
677	0.0213625156059267
678	0.0211292296550157
679	0.0290864955999014
680	0.0256737944528776
681	0.0161276254132738
682	0.0648538713737304
683	0.0213576237301489
684	0.0316450827694972
685	0.0161985648700119
686	0.0355999245690861
687	0.0171634860160455
688	0.0159586627058403
689	0.0235235783579552
690	0.033040533521531
691	0.0214830966850523
692	0.0208372445313334
693	0.0358078976255715
694	0.0428901630250441
695	0.0175779882271701
696	0.0179850372960917
697	0.0280431043386004
698	0.0314180320007299
699	0.032629390660589
700	0.0220518048715737
701	0.0206347632848452
702	0.0186258925518919
703	0.0230994385932413
704	0.028131621613196
705	0.0335371788893567
706	0.0203367063515304
707	0.0388720329475081
708	0.024018544494897
709	0.0374265862517991
710	0.0313552271097619
711	0.0468166956583214
712	0.0323189793449829
713	0.0167821615028316
714	0.0219905469861468
715	0.0470193022352494
716	0.0542151180178841
717	0.0247740751082818
718	0.0184040325636713
719	0.0237735552782256
720	0.018024353657258
721	0.0362882020046048
722	0.0203429966416972
723	0.0216145480649549
724	0.0179676954852504
725	0.0192353249717578
726	0.0173119097005818
727	0.0559104628445514
728	0.0185036944807045
729	0.0161109514308554
730	0.0226190836560943
731	0.0266685034370556
732	0.016671208409582
733	0.0264451697569294
734	0.0253782837914517
735	0.022612391092739
736	0.0184548719700319
737	0.0263796567532514
738	0.0484967710368621
739	0.0218703906156359
740	0.0171131113721576
741	0.0319447596216343
742	0.0217217710648857
743	0.0203028917660783
744	0.0195106109400761
745	0.0273910262611372
746	0.0311905689389502
747	0.0566974900276521
748	0.0376726401202137
749	0.0556863629010711
750	0.0173061553141851
751	0.0392255847289087
752	0.0179475982167067
753	0.0249300840997621
754	0.0178649644770723
755	0.0172534390929299
756	0.0311906496855985
757	0.0417699560306261
758	0.062473514216626
759	0.0204800392697173
760	0.0212257700816307
761	0.0218400452017066
762	0.0175344202872855
763	0.0391206029095303
764	0.0316429455517598
765	0.020736375772225
766	0.03679389091936
767	0.0231140216470124
768	0.0240941972245184
769	0.0196824351578298
770	0.0256677168724324
771	0.0279382855679017
772	0.0172414868648452
773	0.0427720569730918
774	0.0352335643354955
775	0.0174016255305435
776	0.0289147723598925
777	0.023491581958162
778	0.0276360010109962
779	0.0230256202967959
780	0.0231326339558377
781	0.0252373843718875
782	0.0216159596984211
783	0.0171017901833128
784	0.0179069219684921
785	0.0215412604404136
786	0.0377207860898926
787	0.0172946768214937
788	0.0416250285638384
789	0.0215108948787525
790	0.0423831046379403
791	0.0179718726670003
792	0.0207889615457107
793	0.0236962621593408
794	0.0249229160300959
795	0.037419232283396
796	0.0536794014234912
797	0.0180379201479749
798	0.0341329070473326
799	0.0188233297001194
800	0.0201072054594793
801	0.0167179340846268
802	0.0222602804329316
803	0.0172891238864331
804	0.0558951923586609
805	0.0478648110891933
806	0.0409664941032787
807	0.0363111991757017
808	0.0170052405235251
809	0.0165551067625733
810	0.0164141201146125
811	0.016395690280844
812	0.0159473614521341
813	0.0169805193895784
814	0.0190618262352149
815	0.042723059182505
816	0.016625349792446
817	0.0196886322973657
818	0.0168378653949746
819	0.0185755269912264
820	0.0163336496850922
821	0.0255813212584943
822	0.0190700307501253
823	0.0511204470541893
824	0.0164091559817555
825	0.0275138903046148
826	0.0322786232828606
827	0.0173443747913013
828	0.0238747957610128
829	0.0240038374889846
830	0.0321647099603947
831	0.0259832036642547
832	0.0171839440285796
833	0.0424456373250473
834	0.0223968454362744
835	0.0295032844771307
836	0.0227991190170713
837	0.0204292994226371
838	0.0338047284656348
839	0.0218327210644538
840	0.0426032688714556
841	0.0170722296490129
842	0.0177682992888587
843	0.0367218850345729
844	0.0301060996300417
845	0.0170497153790176
846	0.0559594627646604
847	0.0333174680691557
848	0.0377238717403832
849	0.0201401062829819
850	0.0265011578062498
851	0.0332077329180884
852	0.0209423705911225
853	0.0169448025226687
854	0.0409926884139433
855	0.0186123551975856
856	0.0167751964974181
857	0.0176810206649069
858	0.0176051449565627
859	0.0180786955312478
860	0.0200083021524853
861	0.0200043807447204
862	0.0432899575726267
863	0.0183910196210264
864	0.0584270683036153
865	0.0199334113300183
866	0.0165102487485353
867	0.0345351843168559
868	0.0419460860303672
869	0.0205169172293382
870	0.0444328063854598
871	0.0281109077362746
872	0.018387756717669
873	0.0163230785763471
874	0.0200000221336885
875	0.0281796044394078
876	0.0183458910558798
877	0.026875979894182
878	0.0309879702314282
879	0.020122001897342
880	0.0507030721417712
881	0.0444441902803481
882	0.0379926882344635
883	0.0475883099811978
884	0.0213137766468929
885	0.0280836900214032
886	0.0473966075553686
887	0.0345546606814633
888	0.0189905776577594
889	0.0532527028305538
890	0.031881268169367
891	0.0199526315210209
892	0.045903538853989
893	0.022464406805621
894	0.0360457171155224
895	0.0186127983107376
896	0.0498685652549238
897	0.0402712874115661
898	0.0171551904248889
899	0.0348938452508933
900	0.0187202127741047
901	0.0316147210001932
902	0.0218552272794728
903	0.0358020713614433
904	0.0191417825697828
905	0.0187382124547392
906	0.0196252555390948
907	0.0303024889905833
908	0.0253185600883552
909	0.0187249311480401
910	0.0232649408953939
911	0.0279915265192788
912	0.0222389719804472
913	0.0361815241323124
914	0.0168564775597042
915	0.0167165994328223
916	0.054236692538753
917	0.0192359390791515
918	0.0248832037477255
919	0.0353216197657696
920	0.0169357660587792
921	0.0267452493514301
922	0.032312399586272
923	0.0220365173454606
924	0.0272431246795977
925	0.01742635220154
926	0.017237420024536
927	0.0275730445661144
928	0.0226085167632842
929	0.023914703605324
930	0.0233960075193659
931	0.0205422028695137
932	0.0398636440279024
933	0.036516171466182
934	0.0357615044691445
935	0.0190507268763754
936	0.0293501853318206
937	0.0204321247277066
938	0.0234746812676198
939	0.0196919015375576
940	0.0282771929952349
941	0.0189151909950078
942	0.023171211563154
943	0.0356963171403683
